,0,1
1349,22,330
1350,22,280
1351,22,420
1352,22,68
1353,22,129
1354,22,381
1355,22,187
1356,22,428
1357,22,366
1358,22,603
1359,22,51
1360,22,490
1361,22,307
1362,22,573
1363,22,7
1364,22,435
1365,22,606
1366,22,220
1367,22,249
1368,22,292
1369,22,378
1370,22,166
1371,22,21
1372,22,263
1373,22,332
1374,22,562
1375,22,520
1376,22,64
1377,22,274
1378,22,328
1379,22,339
1380,22,357
1381,22,139
1382,22,504
1383,22,15
1384,22,369
1385,22,260
1386,22,534
1387,22,414
1388,22,204
1389,22,232
1390,22,167
1391,22,230
1392,22,215
1393,22,153
1394,22,20
1395,22,80
1396,22,362
1397,22,322
1398,22,169
1399,23,28
1400,23,555
1401,23,239
1402,23,275
1403,23,465
1404,23,317
1405,23,509
1406,23,282
1407,23,222
1408,23,415
1409,23,41
1410,23,156
1411,23,330
1412,23,420
1413,23,68
1414,23,381
1415,23,187
1416,23,428
1417,23,603
1418,23,51
1419,23,572
1420,23,553
1421,23,307
1422,23,573
1423,23,325
1424,23,606
1425,23,220
1426,23,4
1427,23,249
1428,23,292
1429,23,166
1430,23,21
1431,23,263
1432,23,332
1433,23,520
1434,23,64
1435,23,274
1436,23,328
1437,23,290
1438,23,339
1439,23,357
1440,23,131
1441,23,42
1442,23,260
1443,23,414
1444,23,167
1445,23,215
1446,23,202
1447,23,452
1448,23,362
1449,23,322
1450,24,28
1451,24,555
1452,24,226
1453,24,239
1454,24,275
1455,24,317
1456,24,509
1457,24,282
1458,24,222
1459,24,415
1460,24,41
1461,24,156
1462,24,586
1463,24,223
1464,24,330
1465,24,117
1466,24,68
1467,24,129
1468,24,381
1469,24,187
1470,24,244
1471,24,428
1472,24,603
1473,24,51
1474,24,490
1475,24,22
1476,24,307
1477,24,573
1478,24,325
1479,24,606
1480,24,220
1481,24,249
1482,24,292
1483,24,166
1484,24,21
1485,24,263
1486,24,332
1487,24,562
1488,24,520
1489,24,64
1490,24,274
1491,24,328
1492,24,339
1493,24,357
1494,24,139
1495,24,15
1496,24,42
1497,24,534
1498,24,414
1499,24,232
1500,24,167
1501,24,82
1502,24,230
1503,24,215
1504,24,153
1505,24,202
1506,24,452
1507,24,80
1508,24,362
1509,24,322
1510,24,169
1511,25,509
1512,25,586
1513,25,68
1514,25,573
1515,25,249
1516,25,274
1517,25,339
1518,25,534
1519,25,414
1520,25,232
1521,26,486
1522,26,379
1523,26,330
1524,26,117
1525,26,126
1526,26,68
1527,26,181
1528,26,102
1529,26,468
1530,26,353
1531,26,56
1532,26,307
1533,26,94
1534,26,274
1535,26,373
1536,26,314
1537,26,174
1538,26,446
1539,26,179
1540,26,498
1541,26,42
1542,26,411
1543,26,414
1544,27,28
1545,27,555
1546,27,226
1547,27,239
1548,27,275
1549,27,509
1550,27,282
1551,27,156
1552,27,330
1553,27,117
1554,27,280
1555,27,68
1556,27,129
1557,27,381
1558,27,187
1559,27,428
1560,27,603
1561,27,51
1562,27,572
1563,27,307
1564,27,573
1565,27,325
1566,27,7
1567,27,606
1568,27,93
1569,27,220
1570,27,4
1571,27,249
1572,27,292
1573,27,166
1574,27,21
1575,27,263
1576,27,332
1577,27,562
1578,27,520
1579,27,64
1580,27,274
1581,27,314
1582,27,328
1583,27,290
1584,27,339
1585,27,357
1586,27,15
1587,27,42
1588,27,534
1589,27,414
1590,27,367
1591,27,232
1592,27,527
1593,27,167
1594,27,82
1595,27,230
1596,27,153
1597,27,20
1598,27,202
1599,27,452
1600,27,323
1601,27,169
1602,28,503
1603,28,555
1604,28,226
1605,28,239
1606,28,275
1607,28,465
1608,28,317
1609,28,486
1610,28,509
1611,28,282
1612,28,222
1613,28,415
1614,28,441
1615,28,41
1616,28,123
1617,28,156
1618,28,379
1619,28,586
1620,28,223
1621,28,196
1622,28,330
1623,28,67
1624,28,117
1625,28,436
1626,28,280
1627,28,75
1628,28,126
1629,28,420
1630,28,68
1631,28,129
1632,28,181
1633,28,102
1634,28,381
1635,28,187
1636,28,244
1637,28,428
1638,28,353
1639,28,56
1640,28,366
1641,28,133
1642,28,603
1643,28,51
1644,28,197
1645,28,54
1646,28,572
1647,28,494
1648,28,553
1649,28,11
1650,28,193
1651,28,72
1652,28,490
1653,28,241
1654,28,22
1655,28,307
1656,28,573
1657,28,325
1658,28,479
1659,28,437
1660,28,7
1661,28,435
1662,28,606
1663,28,94
1664,28,93
1665,28,220
1666,28,4
1667,28,249
1668,28,292
1669,28,378
1670,28,166
1671,28,493
1672,28,21
1673,28,263
1674,28,332
1675,28,407
1676,28,562
1677,28,520
1678,28,349
1679,28,64
1680,28,274
1681,28,373
1682,28,314
1683,28,328
1684,28,295
1685,28,174
1686,28,290
1687,28,339
1688,28,357
1689,28,139
1690,28,216
1691,28,444
1692,28,446
1693,28,38
1694,28,179
1695,28,532
1696,28,504
1697,28,403
1698,28,131
1699,28,15
1700,28,369
1701,28,42
1702,28,411
1703,28,260
1704,28,65
1705,28,534
1706,28,384
1707,28,414
1708,28,204
1709,28,367
1710,28,232
1711,28,527
1712,28,167
1713,28,82
1714,28,230
1715,28,215
1716,28,153
1717,28,69
1718,28,20
1719,28,202
1720,28,452
1721,28,323
1722,28,80
1723,28,362
1724,28,322
1725,28,169
1726,28,165
1727,29,28
1728,29,555
1729,29,226
1730,29,239
1731,29,275
1732,29,317
1733,29,282
1734,29,222
1735,29,41
1736,29,156
1737,29,330
1738,29,68
1739,29,381
1740,29,187
1741,29,603
1742,29,51
1743,29,572
1744,29,307
1745,29,573
1746,29,606
1747,29,220
1748,29,249
1749,29,292
1750,29,166
1751,29,21
1752,29,332
1753,29,64
1754,29,274
1755,29,328
1756,29,290
1757,29,339
1758,29,357
1759,29,15
1760,29,42
1761,29,534
1762,29,414
1763,29,232
1764,29,202
1765,29,452
1766,29,362
1767,30,28
1768,30,239
1769,30,509
1770,30,586
1771,30,330
1772,30,68
1773,30,381
1774,30,307
1775,30,573
1776,30,606
1777,30,220
1778,30,249
1779,30,292
1780,30,21
1781,30,332
1782,30,274
1783,30,328
1784,30,339
1785,30,15
1786,30,534
1787,30,414
1788,30,232
1789,31,555
1790,31,226
1791,31,239
1792,31,509
1793,31,282
1794,31,156
1795,31,330
1796,31,117
1797,31,270
1798,31,68
1799,31,381
1800,31,603
1801,31,572
1802,31,307
1803,31,573
1804,31,437
1805,31,606
1806,31,220
1807,31,249
1808,31,292
1809,31,21
1810,31,64
1811,31,274
1812,31,314
1813,31,328
1814,31,357
1815,31,42
1816,31,534
1817,31,414
1818,31,232
1819,31,527
1820,31,82
1821,31,202
1822,31,452
1823,31,169
1824,32,451
1825,32,28
1826,32,555
1827,32,226
1828,32,239
1829,32,275
1830,32,486
1831,32,509
1832,32,282
1833,32,456
1834,32,156
1835,32,330
1836,32,117
1837,32,270
1838,32,68
1839,32,181
1840,32,381
1841,32,428
1842,32,277
1843,32,603
1844,32,51
1845,32,572
1846,32,307
1847,32,573
1848,32,437
1849,32,606
1850,32,93
1851,32,220
1852,32,4
1853,32,249
1854,32,292
1855,32,166
1856,32,263
1857,32,332
1858,32,64
1859,32,274
1860,32,373
1861,32,314
1862,32,328
1863,32,174
1864,32,290
1865,32,357
1866,32,446
1867,32,38
1868,32,179
1869,32,42
1870,32,411
1871,32,414
1872,32,232
1873,32,527
1874,32,167
1875,32,82
1876,32,230
1877,32,202
1878,32,452
1879,32,323
1880,32,169
1881,33,28
1882,33,555
1883,33,226
1884,33,239
1885,33,275
1886,33,317
1887,33,509
1888,33,282
1889,33,222
1890,33,415
1891,33,41
1892,33,156
1893,33,586
1894,33,330
1895,33,117
1896,33,436
1897,33,280
1898,33,68
1899,33,181
1900,33,381
1901,33,187
1902,33,428
1903,33,353
1904,33,133
1905,33,603
1906,33,51
1907,33,54
1908,33,572
1909,33,11
1910,33,72
1911,33,307
1912,33,573
1913,33,325
1914,33,437
1915,33,7
1916,33,606
1917,33,94
1918,33,93
1919,33,220
1920,33,4
1921,33,249
1922,33,292
1923,33,166
1924,33,21
1925,33,263
1926,33,332
1927,33,562
1928,33,64
1929,33,274
1930,33,373
1931,33,314
1932,33,328
1933,33,174
1934,33,290
1935,33,339
1936,33,357
1937,33,446
1938,33,38
1939,33,179
1940,33,532
1941,33,42
1942,33,411
1943,33,534
1944,33,414
1945,33,367
1946,33,232
1947,33,167
1948,33,82
1949,33,230
1950,33,215
1951,33,153
1952,33,202
1953,33,452
1954,33,323
1955,33,322
1956,33,169
1957,34,28
1958,34,555
1959,34,226
1960,34,239
1961,34,275
1962,34,509
1963,34,282
1964,34,222
1965,34,41
1966,34,223
1967,34,330
1968,34,280
1969,34,420
1970,34,68
1971,34,129
1972,34,381
1973,34,187
1974,34,428
1975,34,603
1976,34,51
1977,34,307
1978,34,573
1979,34,7
1980,34,606
1981,34,220
1982,34,249
1983,34,292
1984,34,166
1985,34,21
1986,34,263
1987,34,332
1988,34,562
1989,34,520
1990,34,64
1991,34,274
1992,34,328
1993,34,339
1994,34,357
1995,34,139
1996,34,15
1997,34,42
1998,34,534
1999,34,414
2000,34,232
2001,34,167
2002,34,82
2003,34,230
2004,34,153
2005,34,20
2006,34,202
2007,34,452
2008,34,362
2009,34,322
2010,34,169
2011,35,117
2012,35,68
2013,35,446
2014,35,38
2015,35,411
2016,35,414
2017,36,555
2018,36,226
2019,36,275
2020,36,156
2021,36,68
2022,36,603
2023,36,307
2024,36,606
2025,36,249
2026,36,64
2027,36,274
2028,36,290
2029,36,42
2030,36,414
2031,36,202
2032,37,486
2033,37,330
2034,37,117
2035,37,126
2036,37,68
2037,37,102
2038,37,56
2039,37,307
2040,37,94
2041,37,274
2042,37,314
2043,37,174
2044,37,446
2045,37,179
2046,37,42
2047,37,411
2048,37,414
2049,38,28
2050,38,555
2051,38,226
2052,38,239
2053,38,275
2054,38,486
2055,38,130
2056,38,156
2057,38,379
2058,38,330
2059,38,117
2060,38,436
2061,38,126
2062,38,68
2063,38,181
2064,38,102
2065,38,381
2066,38,187
2067,38,107
2068,38,468
2069,38,428
2070,38,353
2071,38,56
2072,38,133
2073,38,603
2074,38,54
2075,38,572
2076,38,11
2077,38,307
2078,38,573
2079,38,437
2080,38,606
2081,38,94
2082,38,93
2083,38,220
2084,38,249
2085,38,292
2086,38,166
2087,38,21
2088,38,263
2089,38,562
2090,38,349
2091,38,64
2092,38,274
2093,38,373
2094,38,314
2095,38,328
2096,38,174
2097,38,290
2098,38,357
2099,38,444
2100,38,446
2101,38,173
2102,38,609
2103,38,179
2104,38,498
2105,38,42
2106,38,411
2107,38,534
2108,38,414
2109,38,232
2110,38,167
2111,38,82
2112,38,230
2113,38,202
2114,38,323
2115,38,169
2116,39,503
2117,39,28
2118,39,555
2119,39,226
2120,39,239
2121,39,275
2122,39,465
2123,39,317
2124,39,509
2125,39,282
2126,39,222
2127,39,415
2128,39,41
2129,39,156
2130,39,586
2131,39,330
2132,39,117
2133,39,75
2134,39,420
2135,39,68
2136,39,129
2137,39,381
2138,39,187
2139,39,428
2140,39,603
